index,Papel,Tipo,Empresa,Setor,Subsetor,Cotacao,Data_ult_cot,Min_52_sem,Max_52_sem,Vol_med_2m,Valor_de_mercado,Valor_da_firma,Ult_balanco_processado,Nro_Acoes,PL,PVP,PEBIT,PSR,PAtivos,PCap_Giro,PAtiv_Circ_Liq,Div_Yield,EV_EBITDA,EV_EBIT,Cres_Rec_5a,LPA,VPA,Marg_Bruta,Marg_EBIT,Marg_Liquida,EBIT_Ativo,ROIC,ROE,Liquidez_Corr,Div_Br_Patrim,Giro_Ativos,Ativo,Disponibilidades,Ativo_Circulante,Div_Bruta,Div_Liquida,Patrim_Liq,Receita_Liquida_12m,EBIT_12m,Lucro_Liquido_12m,Receita_Liquida_3m,EBIT_3m,Lucro_Liquido_3m,Cart_de_Credito,Depositos,Result_Int_Financ_12m,Rec_Servicos_12m,Result_Int_Financ_3m,Rec_Servicos_3m
AGXY3,AGXY3,ON NM,AGROGALAXY ON NM,Agropecuária,Agricultura,8.47,2022-12-12,6.66,11.79,603278,1446890000,2599260000,2022-09-30,170825000,-2202,113,305,014,017,146,-479,2.0%,454,548,87.4%,-038,751,12.5%,4.4%,-0.6%,5.5%,11.3%,-5.1%,116,152,123,8705720000,795170000,7106210000,1947540000,1152370000,1282050000,10704400000,474727000,-65722000,3074310000,182096000,24358000,,,,,,
FRTA3,FRTA3,ON NM,POMIFRUTAS ON NM,Agropecuária,Agricultura,2.61,2022-12-12,2.57,6.00,4781,5359910,65820900,2022-09-30,2053610,-155,-008,-101,075,018,-006,-006,0.0%,-1372,-1242,-14.5%,-169,-3322,9.4%,-74.4%,-48.7%,-17.8%,-21.4%,5.1%,003,-089,024,29694000,305000,2676000,60766000,60461000,-68217000,7118000,-5299000,-3465000,210000,-2298000,-2857000,,,,,,
AGRO3,AGRO3,ON NM,BRASILAGRO ON NM,Agropecuária,Agricultura,26.15,2022-12-12,20.04,31.53,16934900,2677160000,2856010000,2022-09-30,102377000,613,118,481,157,077,307,1097,20.1%,463,514,39.8%,427,2221,38.8%,32.7%,25.7%,16.0%,20.3%,19.2%,251,029,049,3481820000,491509000,1451770000,670359000,178850000,2274110000,1700870000,556112000,436701000,314947000,12157000,42002000,,,,,,
SLCE3,SLCE3,ON NM,SLC Agricola ON NM,Agropecuária,Agricultura,43.54,2022-12-12,32.51,57.65,57566000,9248880000,12260300000,2022-09-30,212423000,693,193,367,101,061,321,-316,5.6%,456,487,36.2%,628,2254,34.0%,27.4%,15.2%,16.7%,19.8%,27.9%,168,091,061,15101100000,1324820000,7099780000,4336190000,3011370000,4788890000,9195150000,2517110000,1334910000,1383160000,39103000,-63655000,,,,,,
TTEN3,TTEN3,ON NM,3TENTOS ON NM,Agropecuária,Agricultura,8.70,2022-12-12,7.85,13.52,16693600,4317090000,4239890000,2022-09-30,496218000,840,167,1231,068,074,270,434,0.2%,1100,1209,-,104,522,13.3%,5.5%,8.1%,6.0%,13.0%,19.8%,161,044,109,5828030000,1230280000,4229100000,1153070000,-77207000,2592340000,6364570000,350735000,514220000,1958910000,96701000,169160000,,,,,,
SOJA3,SOJA3,ON NM,BOA SAFRA ON NM,Agropecuária,Agricultura,9.51,2022-12-12,9.49,15.72,2851050,1114000000,1177970000,2022-09-30,117140000,946,152,917,075,066,256,357,1.1%,953,969,70.2%,101,625,10.1%,8.2%,7.9%,7.3%,13.5%,16.1%,158,066,089,1675620000,423011000,1188940000,486981000,63970000,732501000,1484590000,121508000,117789000,881526000,95365000,87721000,,,,,,
ORVR3,ORVR3,ON NM,ORIZON ON NM,Água e Saneamento,Água e Saneamento,32.10,2022-12-12,22.62,46.68,17173400,2295150000,2877580000,2022-09-30,71500000,-3634,556,2347,381,136,3103,-260,0.0%,1375,2943,57.2%,-088,578,35.8%,16.2%,-9.0%,5.8%,6.1%,-15.3%,125,148,036,1689870000,27289000,375080000,609725000,582436000,412995000,602378000,97777000,-63155000,197177000,12926000,-12386000,,,,,,
SAPR3,SAPR3,ON,SANEPAR ON,Água e Saneamento,Água e Saneamento,3.26,2022-12-12,3.18,4.00,2032950,4926530000,8608280000,2022-09-30,1511210000,435,059,240,088,030,546,-092,6.6%,348,419,7.7%,075,556,57.7%,36.8%,20.3%,12.7%,14.0%,13.5%,160,058,035,16167300000,1227490000,2416480000,4909240000,3681750000,8408830000,5581610000,2052300000,1132560000,1432460000,544925000,274928000,,,,,,
SAPR11,SAPR11,UNT N2,SANEPAR UNT N2,Água e Saneamento,Água e Saneamento,17.28,2022-12-12,16.71,20.27,25184300,5222730000,8904480000,2022-09-30,1511210000,461,062,254,094,032,579,-098,6.7%,360,434,7.7%,375,2782,57.7%,36.8%,20.3%,12.7%,14.0%,13.5%,160,058,035,16167300000,1227490000,2416480000,4909240000,3681750000,8408830000,5581610000,2052300000,1132560000,1432460000,544925000,274928000,,,,,,
SAPR4,SAPR4,PN,SANEPAR PN,Água e Saneamento,Água e Saneamento,3.51,2022-12-12,3.41,4.05,10805700,5304330000,8986080000,2022-09-30,1511210000,468,063,258,095,033,588,-099,6.7%,363,438,7.7%,075,556,57.7%,36.8%,20.3%,12.7%,14.0%,13.5%,160,058,035,16167300000,1227490000,2416480000,4909240000,3681750000,8408830000,5581610000,2052300000,1132560000,1432460000,544925000,274928000,,,,,,
CSMG3,CSMG3,ON,COPASA MG ON,Água e Saneamento,Água e Saneamento,14.86,2022-12-12,11.06,16.05,28437500,5650560000,8680140000,2022-09-30,380253000,884,079,501,092,045,87013,-166,2.6%,455,770,7.2%,168,1891,35.3%,18.3%,10.4%,9.0%,9.6%,8.9%,100,048,049,12471800000,405954000,1872630000,3435530000,3029580000,7191000000,6145180000,1127090000,639382000,1621760000,360957000,227168000,,,,,,
SBSP3,SBSP3,ON NM,SABESP ON NM,Água e Saneamento,Água e Saneamento,54.44,2022-12-12,34.17,60.77,282308000,37210300000,52568100000,2022-09-30,683510000,1221,136,837,176,066,1617,-173,1.7%,769,1183,7.5%,446,4002,35.0%,21.0%,14.4%,7.9%,8.5%,11.1%,148,069,038,55994100000,3420650000,7138420000,18778400000,15357800000,27355300000,21187300000,4443030000,3046480000,5987740000,1516550000,1081060000,,,,,,
AMBP3,AMBP3,ON NM,AMBIPAR ON NM,Água e Saneamento,Água e Saneamento,20.10,2022-12-12,20.10,42.41,31713600,2270010000,5349760000,2022-09-30,112936000,2463,220,402,069,028,104,-076,1.5%,613,948,124.7%,082,915,21.9%,17.2%,4.2%,7.0%,10.3%,8.9%,237,528,041,8055200000,2381430000,3795170000,5461170000,3079740000,1033460000,3281180000,564360000,92157000,980028000,199913000,9858000,,,,,,
BRFS3,BRFS3,ON NM,BRF Foods ON NM,Alimentos Processados,Carnes e Derivados,7.46,2022-12-12,7.46,24.75,148084000,8075250000,23366400000,2022-09-30,1082470000,-606,067,716,015,014,135,-042,0.0%,582,2073,14.3%,-123,1109,16.7%,2.1%,-2.4%,1.9%,3.2%,-11.1%,128,200,089,59038000000,8754620000,27370800000,24045700000,15291100000,12000400000,52760800000,1127170000,-1332910000,14056000000,540654000,-122570000,,,,,,
MRFG3,MRFG3,ON NM,Marfrig ON NM,Alimentos Processados,Carnes e Derivados,7.68,2022-12-12,7.56,21.83,125151000,5068800000,47900500000,2022-09-30,660000000,093,074,051,004,004,046,-009,34.8%,340,486,44.8%,826,1035,15.9%,8.4%,4.9%,7.2%,10.0%,79.8%,127,920,085,137191000000,20058800000,51062800000,62890500000,42831700000,6832400000,117184000000,9853520000,5449330000,36416600000,2014500000,430660000,,,,,,
MNPR3,MNPR3,ON,MINUPAR ON,Alimentos Processados,Carnes e Derivados,6.14,2022-12-12,5.35,7.93,17091,43594000,43817000,2022-09-30,7100000,105,-014,072,012,014,-012,-009,0.0%,065,072,16.7%,584,-4505,28.3%,16.7%,11.4%,19.9%,20.8%,-13.0%,030,-000,119,303779000,273000,158752000,496000,223000,-319878000,362658000,60508000,41446000,95530000,16667000,7269000,,,,,,
JBSS3,JBSS3,ON NM,JBS ON NM,Alimentos Processados,Carnes e Derivados,20.89,2022-12-12,20.78,36.48,198858000,46336400000,124003000000,2022-09-30,2218120000,237,105,149,012,022,176,-062,9.6%,304,399,22.7%,883,1996,18.0%,8.2%,5.4%,15.1%,19.7%,44.2%,146,214,184,206312000000,17260700000,83546300000,94927700000,77667000000,44282100000,379178000000,31110500000,19581200000,98928200000,6750810000,4013610000,,,,,,
JALL3,JALL3,ON NM,JALLESMACHAD ON NM,Alimentos Processados,Açucar e Alcool,7.02,2022-12-12,6.69,11.07,4971690,2068770000,3246670000,2022-09-30,294697000,357,123,425,124,039,106,-219,2.5%,336,667,28.3%,197,569,43.1%,29.3%,34.8%,9.2%,13.9%,34.6%,369,171,031,5303480000,1684270000,2683880000,2862160000,1177900000,1676450000,1665270000,487091000,580002000,485906000,113593000,177509000,,,,,,
CAML3,CAML3,ON NM,CAMIL ON NM,Alimentos Processados,Alimentos Diversos,8.32,2022-12-12,7.60,11.00,12435600,2995200000,5580560000,2022-08-31,360000000,660,104,526,031,035,111,-686,4.4%,725,979,22.8%,126,804,20.9%,5.9%,4.7%,6.7%,9.5%,15.7%,208,139,113,8511150000,1438090000,5182250000,4023460000,2585360000,2892640000,9633300000,569963000,453781000,2696510000,151245000,94043000,,,,,,
SMTO3,SMTO3,ON NM,SAO MARTINHO ON NM,Alimentos Processados,Açucar e Alcool,25.40,2022-12-12,25.03,51.33,50298900,8991880000,16420700000,2022-09-30,354011000,663,165,455,143,050,326,-134,2.9%,429,831,17.4%,383,1540,38.4%,31.4%,21.6%,10.9%,12.7%,24.9%,187,171,035,18067000000,1875160000,5918590000,9304000000,7428840000,5452020000,6293620000,1974900000,1356540000,1581790000,421041000,212596000,,,,,,
JOPA3,JOPA3,ON,JOSAPAR S/A ON,Alimentos Processados,Alimentos Diversos,21.71,2022-12-12,21.17,29.07,15321,229735000,863984000,2022-09-30,10582000,715,040,193,011,009,026,186,3.8%,639,728,20.0%,304,5397,21.5%,5.5%,1.8%,4.7%,7.3%,5.6%,193,235,087,2502670000,705171000,1869350000,1339420000,634249000,571085000,2175820000,118759000,32149000,684992000,41940000,7930000,,,,,,
BEEF3,BEEF3,ON NM,Minerva ON NM,Alimentos Processados,Carnes e Derivados,11.86,2022-12-12,8.39,16.06,95214100,7202380000,13680400000,2022-09-30,607283000,867,1158,285,023,034,121,-117,4.7%,468,542,19.9%,137,102,18.3%,8.0%,2.6%,11.8%,26.3%,133.6%,170,2322,148,21332800000,7966150000,14474500000,14444100000,6478000000,621997000,31644500000,2526010000,831037000,8437670000,711010000,141484000,,,,,,
JOPA4,JOPA4,PN,JOSAPAR S/A PN,Alimentos Processados,Alimentos Diversos,37.50,2022-12-05,33.25,37.53,454,396825000,1031070000,2022-09-30,10582000,1234,069,334,018,016,044,321,2.4%,762,868,20.0%,304,5397,21.5%,5.5%,1.8%,4.7%,7.3%,5.6%,193,235,087,2502670000,705171000,1869350000,1339420000,634249000,571085000,2175820000,118759000,32149000,684992000,41940000,7930000,,,,,,
MDIA3,MDIA3,ON NM,M.DIASBRANCO ON NM,Alimentos Processados,Alimentos Diversos,40.64,2022-12-12,18.95,45.10,49990300,13777000000,15408700000,2022-09-30,339000000,2232,209,1834,145,123,562,7854,4.8%,1452,2051,12.7%,182,1945,29.0%,7.9%,6.5%,6.7%,7.8%,9.4%,206,031,085,11178300000,439285000,4761680000,2070980000,1631690000,6592030000,9528730000,751166000,617336000,2976600000,267877000,195018000,,,,,,
BAUH4,BAUH4,PN,EXCELSIOR PN,Alimentos Processados,Carnes e Derivados,83.89,2022-12-07,70.50,87.89,5744,438074000,437977000,2022-09-30,5222000,4807,407,14150,239,265,9433,-7122,0.0%,5320,14147,1.4%,175,2062,21.0%,1.7%,5.0%,1.9%,2.4%,8.5%,110,014,111,165489000,15458000,51666000,15361000,-97000,107672000,183240000,3096000,9113000,47200000,973000,1833000,,,,,,
ONCO3,ONCO3,ON NM,ONCOCLINICAS ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,6.18,2022-12-12,4.21,11.97,7958460,3078790000,5471310000,2022-09-30,498185000,-32198,153,891,085,042,500,-117,0.0%,1066,1584,-,-002,404,34.8%,9.5%,1.1%,4.7%,5.6%,-0.5%,142,148,050,7274490000,591427000,2092810000,2983950000,2392520000,2014190000,3639600000,345477000,-9561990,1163870000,130278000,30833000,,,,,,
HAPV3,HAPV3,ON NM,HAPVIDA ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,4.52,2022-12-12,4.52,12.77,394593000,32292000000,39276500000,2022-09-30,7144260000,-12394,066,-9122,163,045,12014,-214,0.1%,2734,-11095,53.3%,-004,687,25.2%,-1.8%,-1.3%,-0.5%,-0.5%,-0.5%,104,022,028,71128000000,3837720000,6945760000,10822200000,6984510000,49053700000,19845300000,-354002000,-260548000,6321210000,-319801000,34158000,,,,,,
DASA3,DASA3,ON,DIAGNOSTICOS DA AMERICA SA ON,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,13.15,2022-12-12,13.15,34.19,3710040,7371600000,15198100000,2022-09-30,560578000,-2171,100,1053,059,029,649,-067,2.2%,837,2172,37.7%,-061,1312,29.0%,5.6%,-2.7%,2.8%,3.2%,-4.6%,120,136,050,25122600000,2195900000,6704350000,10022400000,7826450000,7352800000,12523100000,699836000,-339503000,3425340000,303032000,-89363000,,,,,,
AALR3,AALR3,ON NM,ALLIAR ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,20.57,2022-12-12,12.68,21.28,7898420,2433290000,3095620000,2022-09-30,118293000,-1796,227,8097,223,092,-2966,-239,0.0%,2115,10301,1.2%,-115,907,30.5%,2.8%,-11.8%,1.1%,1.3%,-12.6%,086,085,042,2631220000,247829000,508798000,910160000,662331000,1072550000,1092130000,30052000,-135492000,280755000,-5522000,-75123000,,,,,,
KRSA3,KRSA3,ON NM,KORA SAUDE ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,1.17,2022-12-12,1.17,5.30,293722,903510000,2943470000,2022-09-30,772231000,-738,076,439,047,019,194,-043,0.0%,939,1431,-,-016,154,24.5%,10.7%,-5.7%,4.3%,4.8%,-10.3%,146,208,040,4838540000,437245000,1468380000,2477210000,2039960000,1192960000,1922800000,205700000,-122464000,511222000,46891000,-55435000,,,,,,
QUAL3,QUAL3,ON NM,QUALICORP ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,5.19,2022-12-12,5.19,18.03,36564200,1474030000,3018880000,2022-09-30,284014000,660,102,205,073,031,223,-081,4.9%,269,419,1.2%,079,510,79.9%,35.6%,11.6%,15.3%,20.0%,15.4%,188,161,043,4690010000,788888000,1409660000,2333740000,1544850000,1447140000,2019850000,719890000,223251000,507095000,170357000,49232000,,,,,,
ODPV3,ODPV3,ON NM,ODONTOPREV ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,8.33,2022-12-12,8.13,11.42,23214500,4735320000,4378250000,2022-09-30,568466000,1066,393,748,253,223,-3302,-1688,3.6%,632,692,4.3%,078,212,61.4%,33.8%,23.6%,29.7%,36.3%,36.8%,082,-,088,2127470000,357072000,636223000,0,-357072000,1206080000,1873770000,632855000,444399000,491219000,141071000,96188000,,,,,,
PARD3,PARD3,ON NM,IHPARDINI ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,20.86,2022-12-12,16.21,24.69,14525700,2732220000,2909880000,2022-09-30,130979000,1596,285,843,132,114,32671,-387,2.4%,623,898,16.5%,131,731,27.5%,15.7%,8.3%,13.6%,15.9%,17.9%,101,034,087,2388880000,148496000,723636000,326151000,177655000,957428000,2069020000,324135000,171230000,526622000,69008000,29747000,,,,,,
FLRY3,FLRY3,ON NM,FLEURY ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,15.50,2022-12-12,13.56,19.71,50911400,5691550000,8533400000,2022-09-30,367197000,1637,297,766,130,084,1129,-188,4.5%,722,1149,14.2%,095,521,28.3%,17.0%,8.0%,10.9%,13.0%,18.2%,138,189,064,6784000000,775474000,1830220000,3617320000,2841850000,1914900000,4366240000,742682000,347773000,1146630000,213481000,96006000,,,,,,
MATD3,MATD3,ON NM,MATER DEI ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,6.38,2022-12-12,6.38,17.14,5349190,2439260000,3179890000,2022-09-30,382330000,2195,149,775,158,051,317,-128,1.4%,818,1010,-,029,429,36.6%,20.5%,8.4%,6.5%,7.5%,6.8%,275,075,032,4823280000,481535000,1209000000,1222160000,740621000,1639180000,1539240000,314907000,111138000,473884000,99036000,33725000,,,,,,
RDOR3,RDOR3,ON NM,REDE D OR ON NM,Serv.Méd.Hospit. Análises e Diagnósticos,Serv.Méd.Hospit. Análises e Diagnósticos,25.30,2022-12-12,25.30,55.08,181822000,50862300000,66642100000,2022-09-30,2010370000,3708,373,1241,227,091,334,-293,1.7%,1211,1625,29.7%,068,678,22.5%,18.3%,6.3%,7.3%,9.9%,10.1%,276,215,040,56125400000,13472000000,23873100000,29251800000,15779800000,13628500000,22371300000,4100030000,1371680000,6063260000,1248120000,396286000,,,,,,
PLAS3,PLAS3,ON,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A ON,Automóveis e Motocicletas,Automóveis e Motocicletas,9.65,2022-12-12,6.32,12.00,7309,119901000,384237000,2022-09-30,12425000,-140,-032,3000,015,017,-035,-014,0.0%,725,9613,21.6%,-687,-2992,14.3%,0.5%,-10.9%,0.6%,0.6%,23.0%,041,-076,109,724793000,18294000,236184000,282630000,264336000,-371809000,786854000,3997000,-85409000,233259000,7087000,-23516000,,,,,,
MYPK3,MYPK3,ON,IOCHPE-MAXION ON,Automóveis e Motocicletas,Automóveis e Motocicletas,12.43,2022-12-12,11.01,18.37,24187200,1910740000,6507200000,2022-09-30,153720000,372,047,170,012,013,065,-069,14.8%,399,578,15.3%,334,2661,11.2%,6.8%,3.7%,7.4%,10.0%,12.6%,158,152,109,15197700000,1604260000,8021310000,6200710000,4596460000,4089830000,16575300000,1125360000,513995000,4318340000,156883000,69388000,,,,,,
LEVE3,LEVE3,ON,MAHLE METAL LEVE ON,Automóveis e Motocicletas,Automóveis e Motocicletas,28.17,2022-12-12,20.21,31.44,6078530,3614460000,3742150000,2022-09-30,128309000,631,219,526,089,115,375,780,14.9%,477,545,13.4%,447,1284,26.6%,17.0%,14.1%,21.9%,27.8%,34.8%,196,025,129,3141520000,284413000,1963650000,412094000,127681000,1647100000,4049760000,686893000,572931000,1198820000,252257000,204306000,,,,,,
ABEV3,ABEV3,ON,AMBEV S/A ON,Bebidas,Cervejas e Refrigerantes,15.24,2022-12-12,13.03,16.74,447864000,240033000000,223954000000,2022-09-30,15750200000,1833,266,1560,304,169,3649,-2680,4.0%,1080,1456,13.0%,083,573,49.5%,19.5%,17.2%,10.8%,15.0%,14.5%,119,003,056,142064000000,19059900000,41557000000,2980480000,-16079400000,90178000000,79026600000,15384100000,13098300000,20587600000,3728450000,3108560000,,,,,,
MGLU3,MGLU3,ON NM,MAGAZ LUIZA ON NM,Comércio,Eletrodomésticos,2.80,2022-12-12,2.13,7.35,761566000,18897000000,23938900000,2022-09-30,6748930000,-5106,175,2201,053,053,250,-425,0.0%,1264,2788,27.9%,-005,160,27.3%,2.4%,-1.0%,2.4%,3.4%,-3.4%,158,066,099,35976400000,2106100000,20722000000,7147960000,5041870000,10805300000,35531600000,858607000,-370095000,8807020000,298786000,-166760000,,,,,,
ESPA3,ESPA3,ON NM,ESPACOLASER ON NM,Comércio,Produtos Diversos,1.15,2022-12-12,1.15,8.60,7762970,415637000,1225410000,2022-09-30,361423000,-4133,061,854,051,020,143,-064,0.0%,983,2517,8.4%,-003,189,33.2%,6.0%,-1.6%,2.3%,2.5%,-1.5%,165,129,039,2082390000,74486000,738543000,884256000,809770000,684239000,817438000,48677000,-10057000,209996000,22994000,-18821000,,,,,,
VIIA3,VIIA3,ON,VIA ON,Comércio,Eletrodomésticos,2.04,2022-12-12,1.83,5.31,215658000,3260800000,11344800000,2022-09-30,1598430000,-2174,059,153,011,010,-092,-024,0.0%,350,532,4.7%,-009,344,30.4%,7.1%,-0.5%,6.3%,8.3%,-2.7%,081,169,089,34041000000,1232000000,15217000000,9316000000,8084000000,5505000000,30180000000,2133000000,-150000000,7008000000,316000000,-203000000,,,,,,
CEAB3,CEAB3,ON NM,CEA MODAS ON NM,Comércio,"Tecidos, Vestuário e Calçados",2.32,2022-12-12,2.21,6.58,13340200,715128000,1860500000,2022-09-30,308245000,-1241,026,1332,012,008,087,-033,0.0%,460,3466,22.5%,-019,904,49.1%,0.9%,-0.9%,0.6%,0.8%,-2.1%,125,086,068,9014860000,1236680000,4064340000,2382050000,1145370000,2785870000,6096940000,53671000,-57612000,1407540000,-19006900,-61396000,,,,,,
AMAR3,AMAR3,ON NM,LOJAS MARISA ON NM,Comércio,"Tecidos, Vestuário e Calçados",1.20,2022-12-12,1.20,4.07,12531800,411412000,1940690000,2022-09-30,342843000,-200,042,149,015,011,095,-043,0.0%,355,703,-1.5%,-060,284,43.5%,9.9%,-7.4%,7.7%,9.5%,-21.1%,136,176,078,3582990000,183281000,1643520000,1712560000,1529270000,973981000,2785150000,275921000,-205651000,619302000,32585000,-97462000,,,,,,
LLIS3,LLIS3,ON,LE LIS BLANC DEUX ON,Comércio,"Tecidos, Vestuário e Calçados",1.53,2022-12-12,1.18,2.00,573128,1298350000,3169110000,2022-09-30,848592000,-149,-186,-11395,121,084,-589,-075,0.0%,2059,-27814,-5.1%,-102,-082,58.1%,-1.1%,-77.2%,-0.7%,-0.8%,124.6%,070,-274,070,1544170000,39194000,504172000,1909960000,1870770000,-697151000,1075720000,-11394000,-868765000,287279000,9240010,-66708000,,,,,,
SLED4,SLED4,PN,EDITORA SARAIVA PN,Comércio,Produtos Diversos,3.00,2022-12-12,2.84,10.34,17010,28905000,106373000,2022-09-30,9635000,019,-008,-041,035,021,-027,-006,0.0%,-201,-151,-55.0%,1584,-3797,43.9%,-85.0%,184.3%,-51.4%,-123.7%,-41.7%,027,-023,061,136838000,8210000,39940000,85678000,77468000,-365842000,82860000,-70390000,152657000,22810000,-36375000,84337000,,,,,,
SLED3,SLED3,ON,EDITORA SARAIVA ON,Comércio,Produtos Diversos,8.00,2022-12-05,7.36,21.90,3680,77080000,154548000,2022-09-30,9635000,050,-021,-110,093,056,-073,-017,0.0%,-292,-220,-55.0%,1584,-3797,43.9%,-85.0%,184.3%,-51.4%,-123.7%,-41.7%,027,-023,061,136838000,8210000,39940000,85678000,77468000,-365842000,82860000,-70390000,152657000,22810000,-36375000,84337000,,,,,,
EPAR3,EPAR3,ON,EMBPAR S/A ON,Comércio,Material de Transporte,10.45,2022-12-12,10.02,17.47,12926,155297000,185350000,2022-09-30,14861000,258,166,214,014,058,196,499,0.0%,225,255,43.3%,406,628,19.6%,6.4%,5.3%,27.1%,40.2%,64.6%,163,071,422,268311000,35925000,206047000,65978000,30053000,93395000,1132370000,72698000,60296000,518479000,35520000,24991000,,,,,,
CGRA4,CGRA4,PN,GRAZZIOTIN PN,Comércio,"Tecidos, Vestuário e Calçados",27.19,2022-12-12,25.44,38.12,300244,526041000,438070000,2022-09-30,19346900,454,065,425,078,047,176,296,12.8%,303,354,10.7%,599,4184,54.9%,18.3%,17.2%,11.0%,13.3%,14.3%,251,-,060,1127890000,87971000,495922000,0,-87971000,809426000,675311000,123770000,115968000,142313000,18695000,22137000,,,,,,
CGRA3,CGRA3,ON,GRAZZIOTIN ON,Comércio,"Tecidos, Vestuário e Calçados",28.20,2022-12-12,26.22,38.82,55254,545582000,457611000,2022-09-30,19346900,470,067,441,081,048,183,307,12.4%,317,370,10.7%,599,4184,54.9%,18.3%,17.2%,11.0%,13.3%,14.3%,251,-,060,1127890000,87971000,495922000,0,-87971000,809426000,675311000,123770000,115968000,142313000,18695000,22137000,,,,,,
WLMM3,WLMM3,ON,WLM ON,Comércio,Material de Transporte,22.17,2022-11-25,19.34,32.92,109,807313000,733055000,2022-09-30,36414700,712,133,694,045,109,259,319,4.2%,609,630,28.2%,311,1662,13.9%,6.5%,6.4%,15.7%,18.3%,18.7%,514,002,241,738655000,84017000,386344000,9759000,-74258000,605078000,1782070000,116281000,113423000,642355000,38156000,32238000,,,,,,
ALLD3,ALLD3,ON NM,ALLIED ON NM,Comércio,Eletrodomésticos,5.75,2022-12-12,5.75,16.35,286039,536018000,1067860000,2022-09-30,93220600,726,035,298,010,014,051,197,15.1%,420,594,-5.5%,079,1622,13.7%,3.3%,1.4%,4.8%,7.3%,4.9%,172,042,145,3737770000,103301000,2497180000,635140000,531839000,1512190000,5422440000,179665000,73836000,1127920000,44879000,6207000,,,,,,
WLMM4,WLMM4,PN,WLM PN,Comércio,Material de Transporte,22.98,2022-12-12,19.64,38.80,35809,836809000,762551000,2022-09-30,36414700,738,138,720,047,113,269,331,4.5%,634,656,28.2%,311,1662,13.9%,6.5%,6.4%,15.7%,18.3%,18.7%,514,002,241,738655000,84017000,386344000,9759000,-74258000,605078000,1782070000,116281000,113423000,642355000,38156000,32238000,,,,,,
SBFG3,SBFG3,ON,GRUPO SBF ON,Comércio,Produtos Diversos,11.83,2022-12-12,11.83,26.75,34600900,2881740000,5234840000,2022-09-30,243596000,816,124,661,048,038,184,-169,1.0%,665,1202,48.3%,145,951,47.1%,7.3%,5.9%,5.7%,6.8%,15.2%,177,113,078,7612230000,256589000,3590220000,2609680000,2353100000,2317740000,5961080000,435692000,353020000,1469980000,57859000,14876000,,,,,,
BTTL3,BTTL3,ON,EMBPAR S/A ON,Comércio,Material de Transporte,20.19,2021-06-09,5.60,22.32,395854,300044000,312521000,2021-03-31,14861000,1068,792,955,055,154,1975,-567,0.0%,779,995,39.7%,189,255,17.6%,5.7%,5.1%,16.1%,22.6%,74.1%,117,112,281,195427000,30147000,104642000,42624000,12477000,37891000,550030000,31413000,28084000,176565000,11743000,11907000,,,,,,
GUAR3,GUAR3,ON,GUARARAPES CONFECÇÕES ON,Comércio,"Tecidos, Vestuário e Calçados",7.07,2022-12-12,6.53,13.09,13508200,3529340000,5808410000,2022-09-30,499200000,1388,068,1186,042,025,129,-587,7.8%,656,1952,2.7%,051,1033,57.9%,3.6%,3.0%,2.1%,2.5%,4.9%,151,068,060,13843100000,1218470000,8083850000,3497530000,2279060000,5158500000,8358040000,297598000,254342000,1977980000,71344000,3478000,,,,,,
LREN3,LREN3,ON,RENNER ON,Comércio,"Tecidos, Vestuário e Calçados",20.47,2022-12-12,20.47,31.27,404730000,20290400000,19291800000,2022-09-30,991227000,1655,207,720,155,097,346,946,3.0%,503,685,10.9%,124,988,59.7%,21.4%,9.3%,13.5%,18.8%,12.5%,180,035,063,20816600000,4406320000,13171300000,3407700000,-998612000,9790800000,13132700000,2816520000,1225670000,3017630000,522465000,257862000,,,,,,
ARZZ3,ARZZ3,ON NM,AREZZO CO ON NM,Comércio,"Tecidos, Vestuário e Calçados",77.79,2022-12-12,63.95,104.50,126057000,8571370000,8436730000,2022-09-30,110186000,2028,328,1771,213,193,1084,1822,1.4%,1359,1744,27.4%,384,2372,54.0%,12.1%,10.5%,10.9%,14.9%,16.2%,153,016,091,4436420000,546122000,2291860000,411486000,-134636000,2614130000,4015260000,483886000,422615000,1137990000,128274000,99194000,,,,,,
